movie,year,genre,color,language,country,rating,duration,budget
The American President,1995,Comedy,Color,English,USA,PG-13,114,"$62,000,000.00 "
Bernie,2011,Comedy,Color,English,USA,PG-13,99,"$5,000,000.00 "
Our Brand Is Crisis,2015,Comedy,Color,English,USA,R,107,"$28,000,000.00 "
The Host,2013,Action,Color,English,USA,PG-13,125,"$40,000,000.00 "
Indiana Jones and the Temple of Doom,1984,Action,Color,English,USA,PG,118,"$28,000,000.00 "
Army of Darkness,1992,Comedy,Color,English,USA,R,88,"$13,000,000.00 "
Star Trek Beyond,2016,Action,Color,English,USA,PG-13,122,"$185,000,000.00 "
Wall Street,1987,Crime,Color,English,USA,R,126,"$15,000,000.00 "
Monsters University,2013,Adventure,Color,English,USA,G,104,"$200,000,000.00 "
The Hunger Games,2012,Adventure,Color,English,USA,PG-13,142,"$78,000,000.00 "
Get Low,2009,Drama,Color,English,USA,PG-13,100,"$7,500,000.00 "
Notting Hill,1999,Comedy,Color,English,UK,PG-13,124,"$42,000,000.00 "
Bulworth,1998,Comedy,Color,English,USA,R,108,"$30,000,000.00 "
Ice Age,2002,Adventure,Color,English,USA,PG,103,"$59,000,000.00 "
Freedom Writers,2007,Biography,Color,English,Germany,PG-13,123,"$21,000,000.00 "
Quills,2000,Biography,Color,English,UK,R,124,"$13,500,000.00 "
Enemy of the State,1998,Action,Color,English,USA,R,140,"$90,000,000.00 "
Ronin,1998,Action,Color,English,UK,R,122,"$55,000,000.00 "
The Lincoln Lawyer,2011,Crime,Color,English,USA,R,118,"$40,000,000.00 "
Flight,2012,Drama,Color,English,USA,R,138,"$31,000,000.00 "
Bridge to Terabithia,2007,Adventure,Color,English,USA,PG,96,"$17,000,000.00 "
The Master,2012,Drama,Color,English,USA,R,144,"$32,000,000.00 "
The Prince of Egypt,1998,Adventure,Color,English,USA,PG,99,"$70,000,000.00 "
A Serious Man,2009,Comedy,Color,English,USA,R,106,"$7,000,000.00 "
Shanghai Noon,2000,Action,Color,English,USA,PG-13,110,"$55,000,000.00 "
The Four Feathers,2002,Adventure,Color,English,UK,PG-13,125,"$35,000,000.00 "
The Assassination of Jesse James by the Coward Robert Ford,2007,Biography,Color,English,USA,R,160,"$30,000,000.00 "
The Negotiator,1998,Action,Color,English,Germany,R,140,"$50,000,000.00 "
Finding Forrester,2000,Drama,Color,English,USA,PG-13,136,"$43,000,000.00 "
Closer,2004,Drama,Color,English,USA,R,98,"$27,000,000.00 "
Pitch Perfect,2012,Comedy,Color,English,USA,PG-13,112,"$17,000,000.00 "
A Better Life,2011,Drama,Color,English,USA,PG-13,98,"$10,000,000.00 "
Holes,2003,Adventure,Black and White,English,USA,PG,117,"$20,000,000.00 "
Tremors,1990,Comedy,Color,English,USA,PG-13,96,"$11,000,000.00 "
Frankenweenie,2012,Animation,Black and White,English,USA,PG,87,"$39,000,000.00 "
Igby Goes Down,2002,Comedy,Color,English,USA,R,99,"$9,000,000.00 "
Bright Star,2009,Biography,Color,English,UK,PG,119,"$8,500,000.00 "
Shutter Island,2010,Mystery,Color,English,USA,R,138,"$80,000,000.00 "
The Hateful Eight,2015,Crime,Color,English,USA,R,187,"$44,000,000.00 "
The Curious Case of Benjamin Button,2008,Drama,Color,English,USA,PG-13,166,"$150,000,000.00 "
The Fifth Element,1997,Action,Color,English,France,PG-13,126,"$93,000,000.00 "
Lone Survivor,2013,Action,Color,English,USA,R,121,"$40,000,000.00 "
Maria Full of Grace,2004,Crime,Color,Spanish,Colombia,R,101,"$3,000,000.00 "
Fast Five,2011,Action,Color,English,USA,PG-13,132,"$125,000,000.00 "
The Book of Life,2014,Adventure,Color,English,USA,PG,95,"$50,000,000.00 "
Soul Kitchen,2009,Comedy,Color,German,Germany,,99,"$4,000,000.00 "
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,Documentary,Color,English,UK,PG-13,97,"$1,000,000.00 "
Cars,2006,Adventure,Color,English,USA,G,117,"$120,000,000.00 "
Forgetting Sarah Marshall,2008,Comedy,Color,English,USA,R,118,"$30,000,000.00 "
Two Brothers,2004,Adventure,Color,English,France,PG,109,"$59,660,000.00 "
Everest,2015,Adventure,Color,English,UK,PG-13,121,"$55,000,000.00 "
The Importance of Being Earnest,2002,Comedy,Color,English,UK,PG,97,"$15,000,000.00 "
The Witch,2015,Horror,Color,English,USA,R,92,"$3,500,000.00 "
Alice in Wonderland,2010,Adventure,Color,English,USA,PG,108,"$200,000,000.00 "
Alice in Wonderland,2010,Adventure,Color,English,USA,PG,108,"$200,000,000.00 "
Hercules,2014,Action,Color,English,USA,PG-13,101,"$100,000,000.00 "
Hercules,2014,Action,Color,English,USA,PG-13,101,"$100,000,000.00 "
Invictus,2009,Biography,Color,English,USA,PG-13,134,"$60,000,000.00 "
Kung Fu Panda 2,2011,Action,Color,English,USA,PG,90,"$150,000,000.00 "
Seabiscuit,2003,Drama,Black and White,English,USA,PG-13,140,"$87,000,000.00 "
The Bank Job,2008,Crime,Color,English,UK,R,111,"$20,000,000.00 "
Super 8,2011,Mystery,Color,English,USA,PG-13,112,"$50,000,000.00 "
There's Something About Mary,1998,Comedy,Color,English,USA,R,107,"$23,000,000.00 "
Two Lovers,2008,Drama,Color,English,USA,R,110,"$12,000,000.00 "
Hellboy,2004,Action,Color,English,USA,PG-13,132,"$66,000,000.00 "
Robin Hood,2010,Action,Color,English,USA,PG-13,156,"$200,000,000.00 "
The Mask of Zorro,1998,Action,Color,English,USA,PG-13,136,"$65,000,000.00 "
The Kid,2000,Comedy,Color,English,USA,PG,104,"$60,000,000.00 "
Back to the Future Part II,1989,Adventure,Color,English,USA,PG,108,"$40,000,000.00 "
Lord of War,2005,Crime,Color,English,USA,R,122,"$50,000,000.00 "
Harry Potter and the Chamber of Secrets,2002,Adventure,Color,English,UK,PG,174,"$100,000,000.00 "
Back to the Future Part III,1990,Adventure,Color,English,USA,PG,118,"$40,000,000.00 "
They Live,1988,Horror,Color,English,USA,R,93,"$4,000,000.00 "
Friday,1995,Comedy,Black and White,English,USA,R,97,"$3,500,000.00 "
Furious 7,2015,Action,Color,English,USA,PG-13,140,"$190,000,000.00 "
Silverado,1985,Action,Color,English,USA,PG-13,133,"$26,000,000.00 "
Rocky Balboa,2006,Drama,Color,English,USA,PG,139,"$24,000,000.00 "
Major League,1989,Comedy,Color,English,USA,R,107,"$11,000,000.00 "
L.I.E.,2001,Crime,Color,English,USA,NC-17,97,"$700,000.00 "
Better Luck Tomorrow,2002,Crime,Color,English,USA,R,98,"$250,000.00 "
Kinsey,2004,Biography,Black and White,English,USA,R,118,"$11,000,000.00 "
Secretary,2002,Comedy,Color,English,USA,R,104,"$4,000,000.00 "
Slums of Beverly Hills,1998,Comedy,Color,English,USA,R,91,"$5,000,000.00 "
Middle of Nowhere,2012,Drama,Color,English,USA,R,97,"$200,000.00 "
Home Alone,1990,Comedy,Color,English,USA,PG,103,"$18,000,000.00 "
We Need to Talk About Kevin,2011,Drama,Color,English,UK,R,112,"$7,000,000.00 "
The Rock,1996,Action,Color,English,USA,R,136,"$75,000,000.00 "
Big Trouble in Little China,1986,Action,Color,English,USA,PG-13,99,"$25,000,000.00 "
The Karate Kid,1984,Action,Color,English,USA,PG,126,"$8,000,000.00 "
The Karate Kid,1984,Action,Color,English,USA,PG,126,"$8,000,000.00 "
Dredd,2012,Action,Color,English,UK,R,95,"$35,000,000.00 "
Dredd,2012,Action,Color,English,UK,R,95,"$35,000,000.00 "
Tinker Tailor Soldier Spy,2011,Drama,Color,English,France,R,127,"$20,000,000.00 "
Chronicle,2012,Drama,Color,English,USA,PG-13,89,"$12,000,000.00 "
Cloudy with a Chance of Meatballs,2009,Animation,Color,English,USA,PG,90,"$100,000,000.00 "
One True Thing,1998,Drama,Color,English,USA,R,127,"$30,000,000.00 "
Fatal Attraction,1987,Drama,Color,English,USA,R,119,"$14,000,000.00 "
How the Grinch Stole Christmas,2000,Comedy,Color,English,USA,PG,110,"$123,000,000.00 "
The Pursuit of Happyness,2006,Biography,Color,English,USA,PG-13,117,"$55,000,000.00 "
About Time,2013,Drama,Color,English,UK,R,123,"$12,000,000.00 "
Despicable Me 2,2013,Animation,Color,English,USA,PG,98,"$76,000,000.00 "
Frida,2002,Biography,Black and White,English,USA,R,123,"$12,000,000.00 "
About a Boy,2002,Comedy,Color,English,UK,PG-13,101,"$30,000,000.00 "
I Am Love,2009,Drama,Color,Italian,Italy,R,120,"$10,000,000.00 "
An Ideal Husband,1999,Comedy,Color,English,UK,PG-13,97,"$14,000,000.00 "
Reign Over Me,2007,Drama,Color,English,USA,R,124,"$20,000,000.00 "
The Adventures of Tintin,2011,Action,Color,English,USA,PG,107,"$135,000,000.00 "
Team America: World Police,2004,Action,Color,English,USA,R,98,"$30,000,000.00 "
Mother and Child,2009,Drama,Color,English,USA,R,125,"$4,825,000.00 "
Mean Girls,2004,Comedy,Color,English,USA,PG-13,97,"$17,000,000.00 "
Joe,2013,Drama,Color,English,USA,R,117,"$4,000,000.00 "
A Christmas Carol,2009,Animation,Color,English,USA,PG,96,"$200,000,000.00 "
Fido,2006,Comedy,Black and White,English,Canada,R,93,"$8,000,000.00 "
The Producers,2005,Comedy,Color,English,USA,PG-13,134,"$45,000,000.00 "
Fright Night,2011,Comedy,Color,English,USA,R,106,"$30,000,000.00 "
The Ladykillers,2004,Comedy,Color,English,USA,R,104,"$35,000,000.00 "
Teacher's Pet,2004,Animation,Color,English,USA,PG,74,"$10,000,000.00 "
Donnie Brasco,1997,Biography,Color,English,USA,R,147,"$35,000,000.00 "
Star Wars: Episode III - Revenge of the Sith,2005,Action,Color,English,USA,PG-13,140,"$113,000,000.00 "
A Time to Kill,1996,Crime,Color,English,USA,R,149,"$40,000,000.00 "
American Sniper,2014,Action,Color,English,USA,R,133,"$58,800,000.00 "
The Young Victoria,2009,Biography,Color,English,UK,PG,100,"$35,000,000.00 "
St. Vincent,2014,Comedy,Color,English,USA,PG-13,102,"$13,000,000.00 "
Songcatcher,2000,Drama,Color,English,USA,PG-13,109,"$1,800,000.00 "
Vicky Cristina Barcelona,2008,Drama,Color,English,Spain,PG-13,96,"$15,500,000.00 "
Michael Collins,1996,Biography,Black and White,English,UK,R,133,"$28,000,000.00 "
My Week with Marilyn,2011,Biography,Color,English,UK,R,99,"$6,400,000.00 "
Beyond the Lights,2014,Drama,Color,English,USA,PG-13,116,"$7,000,000.00 "
The Tree of Life,2011,Drama,Color,English,USA,PG-13,139,"$32,000,000.00 "
Bend It Like Beckham,2002,Comedy,Color,English,UK,PG-13,112,"$3,500,159.00 "
Old Joy,2006,Drama,Color,English,USA,Unrated,76,"$300,000.00 "
The Haunting,1999,Fantasy,Color,English,USA,PG-13,113,"$80,000,000.00 "
Apocalypto,2006,Action,Color,Maya,USA,R,139,"$40,000,000.00 "
Eight Below,2006,Adventure,Color,English,USA,PG,120,"$40,000,000.00 "
Brave,2012,Adventure,Color,English,USA,PG,93,"$185,000,000.00 "
GoldenEye,1995,Action,Color,English,UK,PG-13,130,"$58,000,000.00 "
The Ides of March,2011,Drama,Color,English,USA,R,101,"$12,500,000.00 "
Tropic Thunder,2008,Action,Color,English,USA,R,121,"$92,000,000.00 "
Batman Returns,1992,Action,Color,English,USA,PG-13,126,"$80,000,000.00 "
Surf's Up,2007,Animation,Color,English,USA,PG,85,"$100,000,000.00 "
Bad Boys,1995,Action,Color,English,USA,R,119,"$19,000,000.00 "
Primary Colors,1998,Comedy,Color,English,France,R,143,"$65,000,000.00 "
The Hoax,2006,Comedy,Color,English,USA,R,116,"$25,000,000.00 "
Red Eye,2005,Mystery,Color,English,USA,PG-13,85,"$26,000,000.00 "
Sahara,2005,Action,Color,English,UK,PG-13,124,"$130,000,000.00 "
The Devil's Advocate,1997,Drama,Color,English,USA,R,136,"$57,000,000.00 "
Eddie the Eagle,2016,Biography,Color,English,UK,PG-13,106,"$23,000,000.00 "
Eddie the Eagle,2016,Biography,Color,English,UK,PG-13,106,"$23,000,000.00 "
The Best Exotic Marigold Hotel,2011,Comedy,Color,English,UK,PG-13,124,"$10,000,000.00 "
Unbreakable,2000,Drama,Color,English,USA,PG-13,106,"$75,000,000.00 "
Winter in Wartime,2008,Drama,Color,Dutch,Netherlands,R,103,"$4,000,000.00 "
Wendy and Lucy,2008,Drama,Color,English,USA,R,80,"$200,000.00 "
Primer,2004,Drama,Color,English,USA,PG-13,77,"$7,000.00 "
East Is East,1999,Comedy,Color,English,UK,R,96,"$1,900,000.00 "
Unstoppable,2010,Action,Color,English,USA,PG-13,98,"$100,000,000.00 "
Marvin's Room,1996,Drama,Color,English,USA,PG-13,98,"$23,000,000.00 "
Bowfinger,1999,Comedy,Color,English,USA,PG-13,85,"$55,000,000.00 "
The Hobbit: An Unexpected Journey,2012,Adventure,Color,English,USA,PG-13,182,"$180,000,000.00 "
The Kite Runner,2007,Drama,Color,Dari,USA,PG-13,128,"$20,000,000.00 "
Amistad,1997,Drama,Color,English,USA,R,155,"$36,000,000.00 "
Charlie Wilson's War,2007,Biography,Color,English,USA,R,102,"$75,000,000.00 "
Infamous,2006,Biography,Color,English,USA,R,118,"$13,000,000.00 "
The SpongeBob SquarePants Movie,2004,Adventure,Color,English,USA,PG,87,"$30,000,000.00 "
Role Models,2008,Comedy,Color,English,Germany,R,101,"$28,000,000.00 "
Whip It,2009,Drama,Color,English,USA,PG-13,111,"$15,000,000.00 "
A Most Wanted Man,2014,Crime,Color,English,UK,R,122,"$15,000,000.00 "
Blue Car,2002,Drama,Color,English,USA,R,88,"$1,000,000.00 "
The Brothers McMullen,1995,Comedy,Color,English,USA,R,98,"$25,000.00 "
Last Holiday,2006,Adventure,Color,English,USA,PG-13,112,"$45,000,000.00 "
Changeling,2008,Crime,Color,English,USA,R,141,"$55,000,000.00 "
Gangster's Paradise: Jerusalema,2008,Action,Color,English,South Africa,R,119,"$2,000,000.00 "
Caddyshack,1980,Comedy,Color,English,USA,R,98,"$6,000,000.00 "
Swingers,1996,Comedy,Color,English,USA,R,96,"$200,000.00 "
Identity,2003,Mystery,Color,English,USA,R,91,"$30,000,000.00 "
Flags of Our Fathers,2006,Drama,Color,English,USA,R,135,"$90,000,000.00 "
A Scanner Darkly,2006,Animation,Color,English,USA,R,100,"$8,700,000.00 "
Melancholia,2011,Drama,Color,English,Denmark,R,130,"$7,400,000.00 "
Syriana,2005,Drama,Color,English,USA,R,128,"$50,000,000.00 "
8 Mile,2002,Drama,Color,English,USA,R,110,"$41,000,000.00 "
Ghost,1990,Drama,Color,English,USA,PG-13,127,"$22,000,000.00 "
Syriana,2005,Drama,Color,English,USA,R,128,"$50,000,000.00 "
Dolphin Tale,2011,Drama,Color,English,USA,PG,113,"$37,000,000.00 "
Over the Hedge,2006,Adventure,Color,English,USA,PG,83,"$80,000,000.00 "
Cheap Thrills,2013,Comedy,Color,English,USA,Not Rated,88,"$200,000.00 "
Transsiberian,2008,Crime,Color,English,Spain,R,111,"$15,000,000.00 "
The Sisterhood of the Traveling Pants,2005,Comedy,Color,English,USA,PG,119,"$25,000,000.00 "
Dreamgirls,2006,Drama,Color,English,USA,PG-13,130,"$70,000,000.00 "
Top Five,2014,Comedy,Color,English,USA,R,102,"$12,000,000.00 "
Saint Ralph,2004,Comedy,Color,English,Canada,PG-13,98,"$6,000,000.00 "
North Country,2005,Drama,Color,English,USA,R,126,"$35,000,000.00 "
Die Hard 2,1990,Action,Color,English,USA,R,124,"$70,000,000.00 "
Unleashed,2005,Action,Color,English,France,R,103,"$45,000,000.00 "
Thunderball,1965,Action,Color,English,UK,Approved,130,"$9,000,000.00 "
Selena,1997,Biography,Color,English,USA,PG,127,"$20,000,000.00 "
Midnight Special,2016,Adventure,Color,English,Greece,PG-13,112,"$18,000,000.00 "
A Mighty Heart,2007,Biography,Color,English,USA,R,108,"$16,000,000.00 "
Antz,1998,Adventure,Color,English,USA,PG,83,"$105,000,000.00 "
Courage Under Fire,1996,Action,Color,English,USA,R,116,"$46,000,000.00 "
The Immigrant,2013,Drama,Color,English,USA,R,120,"$16,000,000.00 "
"Synecdoche, New York",2008,Comedy,Color,English,USA,R,124,"$21,000,000.00 "
Clerks II,2006,Comedy,Black and White,English,USA,R,97,"$5,000,000.00 "
Fantasia 2000,1999,Animation,Color,English,USA,G,74,"$80,000,000.00 "
The Last Station,2009,Biography,Color,English,Germany,R,112,"$13,000,000.00 "
Stir of Echoes,1999,Horror,Color,English,USA,R,99,"$12,000,000.00 "
Me and Orson Welles,2008,Drama,Color,English,UK,PG-13,107,"$25,000,000.00 "
The Matador,2005,Comedy,Color,English,USA,R,96,"$10,000,000.00 "
Happiness,1998,Comedy,Color,English,USA,,134,"$3,000,000.00 "
Contact,1997,Drama,Color,English,USA,PG,150,"$90,000,000.00 "
Rounders,1998,Crime,Color,English,USA,R,121,"$12,000,000.00 "
Red Dragon,2002,Crime,Color,English,Germany,R,124,"$78,000,000.00 "
War Horse,2011,Drama,Black and White,English,USA,PG-13,146,"$66,000,000.00 "
Arlington Road,1999,Crime,Color,English,USA,R,117,"$21,500,000.00 "
Seven Psychopaths,2012,Comedy,Color,English,UK,R,110,"$15,000,000.00 "
Hellraiser,1987,Fantasy,Color,English,UK,R,86,"$1,000,000.00 "
The Upside of Anger,2005,Comedy,Color,English,USA,R,118,"$9,000,000.00 "
Home,2015,Adventure,Color,English,USA,PG,94,"$135,000,000.00 "
Home,2015,Adventure,Color,English,USA,PG,94,"$135,000,000.00 "
Home,2015,Adventure,Color,English,USA,PG,94,"$135,000,000.00 "
The Interview,2014,Comedy,Color,English,USA,R,112,"$44,000,000.00 "
In Good Company,2004,Comedy,Color,English,USA,PG-13,109,"$26,000,000.00 "
Alfie,2004,Comedy,Color,English,UK,R,103,"$60,000,000.00 "
The Last Samurai,2003,Action,Color,English,USA,R,154,"$140,000,000.00 "
Secondhand Lions,2003,Comedy,Color,English,USA,PG,111,"$30,000,000.00 "
Rudderless,2014,Comedy,Color,English,USA,R,105,"$5,000,000.00 "
Wristcutters: A Love Story,2006,Comedy,Color,English,USA,R,88,"$1,000,000.00 "
Rise of the Guardians,2012,Adventure,Color,English,USA,PG,97,"$145,000,000.00 "
Old School,2003,Comedy,Color,English,USA,R,88,"$24,000,000.00 "
Never Let Me Go,2010,Drama,Color,English,UK,R,103,"$15,000,000.00 "
Being Julia,2004,Comedy,Color,English,Canada,R,104,"$18,000,000.00 "
Human Traffic,1999,Comedy,Color,English,UK,R,99,"$2,200,000.00 "
Pacific Rim,2013,Action,Color,English,USA,PG-13,131,"$190,000,000.00 "
This Is the End,2013,Comedy,Color,English,USA,R,107,"$32,000,000.00 "
Kit Kittredge: An American Girl,2008,Drama,Color,English,USA,G,101,"$10,000,000.00 "
Lucky Number Slevin,2006,Crime,Color,English,Germany,R,110,"$27,000,000.00 "
Lucky Number Slevin,2006,Crime,Color,English,Germany,R,110,"$27,000,000.00 "
Blow,2001,Biography,Color,English,USA,R,124,"$30,000,000.00 "
White Oleander,2002,Drama,Color,English,USA,PG-13,109,"$16,000,000.00 "
Get on Up,2014,Biography,Color,English,USA,PG-13,139,"$30,000,000.00 "
Arbitrage,2012,Drama,Color,English,USA,R,107,"$12,000,000.00 "
Peggy Sue Got Married,1986,Comedy,Color,English,USA,PG-13,103,"$18,000,000.00 "
Freaky Friday,2003,Comedy,Color,English,USA,PG,97,"$26,000,000.00 "
Disturbia,2007,Drama,Color,English,USA,PG-13,105,"$20,000,000.00 "
Disturbia,2007,Drama,Color,English,USA,PG-13,105,"$20,000,000.00 "
Panic Room,2002,Crime,Color,English,USA,R,112,"$48,000,000.00 "
Puss in Boots,2011,Action,Color,English,USA,PG,90,"$130,000,000.00 "
Rumble in the Bronx,1995,Action,Color,Cantonese,Hong Kong,R,89,"$7,500,000.00 "
Religulous,2008,Comedy,Color,English,USA,R,101,"$2,500,000.00 "
Babel,2006,Drama,Color,English,France,R,143,"$25,000,000.00 "
Iron Man 3,2013,Action,Color,English,USA,PG-13,195,"$200,000,000.00 "
The Matrix Reloaded,2003,Action,Color,English,USA,R,138,"$150,000,000.00 "
Coach Carter,2005,Drama,Color,English,USA,PG-13,136,"$30,000,000.00 "
Made in Dagenham,2010,Biography,Color,English,UK,R,113,"$7,200,000.00 "
The Amazing Spider-Man,2012,Action,Color,English,USA,PG-13,153,"$230,000,000.00 "
Julie & Julia,2009,Biography,Color,English,USA,PG-13,123,"$40,000,000.00 "
Austin Powers: International Man of Mystery,1997,Comedy,Color,English,USA,PG-13,68,"$17,000,000.00 "
Trollhunter,2010,Comedy,Color,Norwegian,Norway,PG-13,103,"$19,900,000.00 "
The Devil Wears Prada,2006,Comedy,Color,English,USA,PG-13,109,"$35,000,000.00 "
The Pirates! Band of Misfits,2012,Adventure,Color,English,UK,PG,88,"$55,000,000.00 "
The Blair Witch Project,1999,Horror,Black and White,English,USA,R,81,"$60,000.00 "
The Blind Side,2009,Biography,Color,English,USA,PG-13,129,"$29,000,000.00 "
Megamind,2010,Action,Color,English,USA,PG,95,"$130,000,000.00 "
The Infiltrator,2016,Biography,Color,English,UK,R,127,"$25,000,000.00 "
Chocolat,2000,Drama,Color,English,UK,PG-13,121,"$25,000,000.00 "
Molière,2007,Comedy,Color,French,France,PG-13,120,"$16,000,000.00 "
Lee Daniels' The Butler,2013,Biography,Color,English,USA,PG-13,132,"$30,000,000.00 "
Nicholas Nickleby,2002,Drama,Color,English,UK,PG,132,"$10,000,000.00 "
Treasure Planet,2002,Adventure,Color,English,USA,PG,95,"$140,000,000.00 "
Nixon,1995,Biography,Black and White,English,USA,R,212,"$50,000,000.00 "
The Spy Who Loved Me,1977,Action,Color,English,UK,PG,123,"$14,000,000.00 "
Black Mass,2015,Biography,Color,English,USA,R,123,"$53,000,000.00 "
The East,2013,Drama,Color,English,UK,PG-13,116,"$6,500,000.00 "
All the Real Girls,2003,Drama,Color,English,USA,R,108,"$2,500,000.00 "
Inside Deep Throat,2005,Biography,Black and White,English,USA,NC-17,89,"$2,000,000.00 "
Flushed Away,2006,Adventure,Color,English,UK,PG,85,"$149,000,000.00 "
Monster House,2006,Animation,Color,English,USA,PG,91,"$75,000,000.00 "
Love Actually,2003,Comedy,Color,English,UK,R,129,"$45,000,000.00 "
Dead Man's Shoes,2004,Crime,Black and White,English,UK,,90,"$695,393.00 "
The Secret Life of Walter Mitty,2013,Adventure,Color,English,USA,PG,114,"$90,000,000.00 "
Revolutionary Road,2008,Drama,Color,English,USA,R,119,"$35,000,000.00 "
Phone Booth,2002,Crime,Color,English,USA,R,81,"$13,000,000.00 "
Hard Candy,2005,Crime,Color,English,USA,R,104,"$950,000.00 "
Mrs. Doubtfire,1993,Comedy,Color,English,USA,PG-13,125,"$25,000,000.00 "
Napoleon Dynamite,2004,Comedy,Color,English,USA,PG,92,"$400,000.00 "
Clean,2004,Drama,Color,French,France,R,110,"$4,500.00 "
Ghost Town,2008,Comedy,Color,English,USA,PG-13,102,"$20,000,000.00 "
Confidence,2003,Crime,Color,English,USA,R,97,"$15,000,000.00 "
Changing Lanes,2002,Drama,Color,English,USA,R,91,"$45,000,000.00 "
The House of the Devil,2009,Horror,Color,English,USA,R,95,"$900,000.00 "
Sherlock Holmes,2009,Action,Color,English,USA,PG-13,128,"$90,000,000.00 "
Eyes Wide Shut,1999,Drama,Color,English,UK,R,159,"$65,000,000.00 "
The End of the Affair,1999,Drama,Color,English,UK,R,102,"$23,000,000.00 "
We Were Soldiers,2002,Action,Color,English,USA,R,124,"$75,000,000.00 "
Mission: Impossible III,2006,Action,Color,English,USA,PG-13,124,"$150,000,000.00 "
Warm Bodies,2013,Comedy,Color,English,USA,PG-13,98,"$35,000,000.00 "
Buffalo Soldiers,2001,Comedy,Color,English,UK,R,98,"$15,000,000.00 "
The Score,2001,Crime,Color,English,USA,R,124,"$68,000,000.00 "
Contagion,2011,Drama,Color,English,USA,PG-13,106,"$60,000,000.00 "
School for Scoundrels,2006,Comedy,Color,English,USA,PG-13,108,"$20,000,000.00 "
Mighty Joe Young,1998,Action,Color,English,USA,PG,114,"$90,000,000.00 "
Short Cut to Nirvana: Kumbh Mela,2004,Documentary,Color,English,USA,Unrated,85,"$200,000.00 "
Rio,2011,Adventure,Color,English,USA,G,96,"$90,000,000.00 "
The Cooler,2003,Crime,Color,English,USA,R,101,"$3,200,000.00 "
Sea of Love,1989,Crime,Color,English,USA,R,113,"$19,000,000.00 "
Like Crazy,2011,Drama,Color,English,USA,PG-13,90,"$250,000.00 "
Your Sister's Sister,2011,Comedy,Color,English,USA,R,90,"$125,000.00 "
My Big Fat Greek Wedding,2002,Comedy,Color,English,USA,PG,95,"$5,000,000.00 "
Undercover Brother,2002,Action,Color,English,USA,PG-13,86,"$25,000,000.00 "
Sarah's Key,2010,Drama,Color,French,France,PG-13,111,"$10,000,000.00 "
Death at a Funeral,2007,Comedy,Color,English,USA,R,87,"$9,000,000.00 "
Death at a Funeral,2007,Comedy,Color,English,USA,R,87,"$9,000,000.00 "
The Life Aquatic with Steve Zissou,2004,Adventure,Color,English,USA,R,119,"$50,000,000.00 "
The Bubble,2006,Comedy,Color,Hebrew,Israel,Unrated,90,"$1,500,000.00 "
Things We Lost in the Fire,2007,Drama,Color,English,USA,R,118,"$16,000,000.00 "
My Dog Skip,2000,Drama,Color,English,USA,PG,95,"$5,000,000.00 "
Saved!,2004,Comedy,Color,English,USA,PG-13,92,"$5,000,000.00 "
Watchmen,2009,Action,Color,English,USA,R,215,"$130,000,000.00 "
The Express,2008,Biography,Black and White,English,USA,PG,130,"$40,000,000.00 "
Thor,2011,Action,Color,English,USA,PG-13,115,"$150,000,000.00 "
Steamboy,2004,Action,Color,Japanese,Japan,PG-13,103,"$2,127,519,898.00 "
The Firm,1993,Drama,Color,English,USA,R,154,"$42,000,000.00 "
The Client,1994,Crime,Color,English,USA,PG-13,119,"$45,000,000.00 "
Tuck Everlasting,2002,Drama,Color,English,USA,PG,90,"$15,000,000.00 "
Rosewater,2014,Biography,Color,English,USA,R,103,"$5,000,000.00 "
Happy Feet,2006,Animation,Color,English,USA,PG,108,"$100,000,000.00 "
The Road,2009,Adventure,Color,English,USA,R,111,"$25,000,000.00 "
Cold Mountain,2003,Adventure,Color,English,USA,R,154,"$79,000,000.00 "
10 Things I Hate About You,1999,Comedy,Color,English,USA,PG-13,97,"$16,000,000.00 "
Trance,2013,Crime,Color,English,UK,R,101,"$20,000,000.00 "
Trance,2013,Crime,Color,English,UK,R,101,"$20,000,000.00 "
Patriot Games,1992,Action,Color,English,USA,R,117,"$45,000,000.00 "
Return to Me,2000,Comedy,Color,English,USA,PG,115,"$24,000,000.00 "
Fair Game,2010,Biography,Color,English,USA,PG-13,108,"$22,000,000.00 "
Beavis and Butt-Head Do America,1996,Adventure,Color,English,USA,PG-13,81,"$12,000,000.00 "
A Prairie Home Companion,2006,Comedy,Color,English,USA,PG-13,105,"$10,000,000.00 "
Copycat,1995,Crime,Color,English,USA,R,123,"$20,000,000.00 "
Thumbsucker,2005,Comedy,Color,English,USA,R,96,"$4,000,000.00 "
You Kill Me,2007,Comedy,Color,English,USA,R,93,"$4,000,000.00 "
Made,2001,Comedy,Color,English,USA,R,95,"$5,000,000.00 "
Scream 2,1997,Horror,Color,English,USA,R,120,"$24,000,000.00 "
The Reader,2008,Drama,Color,English,USA,R,124,"$32,000,000.00 "
The Salton Sea,2002,Crime,Color,English,USA,R,103,"$18,000,000.00 "
Spy Game,2001,Action,Color,English,Germany,R,114,"$92,000,000.00 "
Kill the Messenger,2014,Biography,Color,English,USA,R,112,"$5,000,000.00 "
Trust,2010,Crime,Color,English,USA,R,106,"$9,500,000.00 "
Mr. Peabody & Sherman,2014,Adventure,Color,English,USA,PG,92,"$145,000,000.00 "
