movie,year,genre,color,language,country,rating,duration,budget
Flicka,2006,Adventure,Color,English,USA,PG,95,"$15,000,000.00 "
Running Scared,2006,Action,Color,English,Germany,R,122,"$17,000,000.00 "
Brother,2000,Crime,Color,English,USA,R,114,"$10,000,000.00 "
Valkyrie,2008,Drama,Color,English,USA,PG-13,121,"$75,000,000.00 "
Mandela: Long Walk to Freedom,2013,Biography,Color,English,UK,PG-13,141,"$35,000,000.00 "
Ravenous,1999,Fantasy,Color,English,Czech Republic,R,101,"$12,000,000.00 "
Kingpin,1996,Comedy,Color,English,USA,PG-13,117,"$27,000,000.00 "
The Family Man,2000,Comedy,Color,English,USA,PG-13,125,"$60,000,000.00 "
Pocahontas,1995,Adventure,Color,English,USA,G,84,"$55,000,000.00 "
Pitch Perfect 2,2015,Comedy,Color,English,USA,PG-13,115,"$29,000,000.00 "
The Crazies,2010,Horror,Color,English,USA,R,101,"$20,000,000.00 "
The Claim,2000,Drama,Color,English,UK,R,115,"$20,000,000.00 "
The Claim,2000,Drama,Color,English,UK,R,115,"$20,000,000.00 "
About Last Night,2014,Comedy,Color,English,USA,R,100,"$12,500,000.00 "
Haywire,2011,Action,Color,English,Ireland,R,93,"$23,000,000.00 "
The Great Gatsby,2013,Drama,Color,English,Australia,PG-13,143,"$105,000,000.00 "
The Great Gatsby,2013,Drama,Color,English,Australia,PG-13,143,"$105,000,000.00 "
Unbroken,2014,Biography,Color,English,USA,PG-13,137,"$65,000,000.00 "
Unbroken,2014,Biography,Color,English,USA,PG-13,137,"$65,000,000.00 "
The Age of Adaline,2015,Drama,Color,English,USA,PG-13,112,"$25,000,000.00 "
The Kingdom,2007,Action,Color,English,USA,R,110,"$70,000,000.00 "
Body of Lies,2008,Action,Color,English,USA,R,128,"$70,000,000.00 "
Hearts in Atlantis,2001,Drama,Color,English,USA,PG-13,101,"$31,000,000.00 "
Detroit Rock City,1999,Comedy,Color,English,USA,R,95,"$15,000,000.00 "
Fighting Tommy Riley,2004,Drama,Color,English,USA,R,109,"$200,000.00 "
Turbo,2013,Adventure,Color,English,USA,PG,96,"$135,000,000.00 "
Solitary Man,2009,Comedy,Color,English,USA,R,90,"$15,000,000.00 "
Starsky & Hutch,2004,Comedy,Color,English,USA,PG-13,101,"$60,000,000.00 "
The Adventures of Elmo in Grouchland,1999,Adventure,Color,English,USA,G,73,"$17,000,000.00 "
The Next Three Days,2010,Crime,Color,English,USA,PG-13,133,"$35,000,000.00 "
Soul Surfer,2011,Biography,Color,English,USA,PG,106,"$18,000,000.00 "
Wah-Wah,2005,Drama,Color,English,UK,R,97,"$7,000,000.00 "
The Girl Next Door,2004,Comedy,Color,English,USA,R,110,"$25,000,000.00 "
The Polar Express,2004,Adventure,Color,English,USA,G,100,"$165,000,000.00 "
Central Intelligence,2016,Action,Color,English,USA,PG-13,107,"$50,000,000.00 "
Clay Pigeons,1998,Comedy,Color,English,Germany,R,104,"$8,000,000.00 "
[Rec] 2,2009,Horror,Color,Spanish,Spain,R,85,"$5,600,000.00 "
Salt,2010,Action,Color,English,USA,PG-13,101,"$110,000,000.00 "
Gracie,2007,Biography,Color,English,USA,PG-13,95,"$9,000,000.00 "
The Tailor of Panama,2001,Drama,Color,English,USA,R,109,"$18,000,000.00 "
Equilibrium,2002,Action,Color,English,USA,R,107,"$20,000,000.00 "
Manderlay,2005,Drama,Color,English,Denmark,Not Rated,139,"$14,200,000.00 "
Now You See Me,2013,Crime,Color,English,USA,PG-13,125,"$75,000,000.00 "
The Devil's Double,2011,Biography,Color,English,Belgium,R,109,"$15,000,000.00 "
Jack Reacher,2012,Action,Color,English,USA,PG-13,130,"$60,000,000.00 "
Jack Reacher,2012,Action,Color,English,USA,PG-13,130,"$60,000,000.00 "
The Last Castle,2001,Action,Color,English,USA,R,131,"$60,000,000.00 "
Renaissance,2006,Action,Color,English,France,R,105,"$14,000,000.00 "
Ladder 49,2004,Action,Color,English,USA,PG-13,115,"$55,000,000.00 "
Evita,1996,Biography,Color,English,USA,PG,135,"$55,000,000.00 "
The Indian in the Cupboard,1995,Drama,Color,English,USA,PG,96,"$45,000,000.00 "
Why Did I Get Married?,2007,Comedy,Color,English,USA,PG-13,113,"$15,000,000.00 "
The Judge,2014,Crime,Color,English,USA,R,141,"$50,000,000.00 "
Memoirs of a Geisha,2005,Drama,Color,English,USA,PG-13,145,"$85,000,000.00 "
Pay It Forward,2000,Drama,Color,English,USA,PG-13,123,"$40,000,000.00 "
The Passion of the Christ,2004,Drama,Color,Aramaic,USA,R,120,"$30,000,000.00 "
Veronica Guerin,2003,Biography,Color,English,Ireland,R,98,"$17,000,000.00 "
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,Action,Color,English,USA,R,86,"$750,000.00 "
Draft Day,2014,Drama,Color,English,USA,R,110,"$25,000,000.00 "
eXistenZ,1999,Horror,Color,English,Canada,R,115,"$31,000,000.00 "
Young Guns,1988,Action,Color,English,USA,R,107,"$13,000,000.00 "
Bad Words,2013,Comedy,Color,English,USA,R,89,"$10,000,000.00 "
EuroTrip,2004,Comedy,Color,English,USA,R,93,"$25,000,000.00 "
Footloose,1984,Drama,Color,English,USA,PG,107,"$8,200,000.00 "
Footloose,1984,Drama,Color,English,USA,PG,107,"$8,200,000.00 "
Dolphin Tale 2,2014,Drama,Color,English,USA,PG,107,"$36,000,000.00 "
Anchorman 2: The Legend Continues,2013,Comedy,Color,English,USA,PG-13,143,"$50,000,000.00 "
Indiana Jones and the Kingdom of the Crystal Skull,2008,Action,Color,English,USA,PG-13,122,"$185,000,000.00 "
The Princess Diaries,2001,Comedy,Color,English,USA,G,111,"$37,000,000.00 "
Hobo with a Shotgun,2011,Action,Color,English,Canada,Not Rated,86,"$3,000,000.00 "
Four Brothers,2005,Action,Color,English,USA,R,109,"$45,000,000.00 "
Epic,2013,Adventure,Color,English,USA,PG,102,"$100,000,000.00 "
Outbreak,1995,Action,Color,English,USA,R,127,"$50,000,000.00 "
Flatliners,1990,Drama,Color,English,USA,R,115,"$26,000,000.00 "
Hot Tub Time Machine,2010,Comedy,Color,English,USA,R,101,"$36,000,000.00 "
The Quick and the Dead,1995,Action,Black and White,English,Japan,R,107,"$32,000,000.00 "
Somewhere,2010,Comedy,Color,English,USA,R,97,"$7,000,000.00 "
Psycho Beach Party,2000,Comedy,Color,English,Australia,Unrated,85,"$1,500,000.00 "
Broken Arrow,1996,Action,Color,English,USA,R,108,"$50,000,000.00 "
Shutter,2008,Horror,Color,English,USA,PG-13,90,"$8,000,000.00 "
An Unfinished Life,2005,Drama,Color,English,USA,PG-13,108,"$30,000,000.00 "
Out of the Furnace,2013,Crime,Color,English,USA,R,116,"$22,000,000.00 "
Spun,2002,Comedy,Color,English,USA,R,106,"$2,000,000.00 "
Quantum of Solace,2008,Action,Color,English,UK,PG-13,106,"$200,000,000.00 "
Ender's Game,2013,Action,Color,English,USA,PG-13,114,"$110,000,000.00 "
Titan A.E.,2000,Action,Color,English,USA,PG,94,"$75,000,000.00 "
White Squall,1996,Adventure,Color,English,USA,PG-13,129,"$38,000,000.00 "
The Interpreter,2005,Crime,Color,Aboriginal,UK,PG-13,128,"$80,000,000.00 "
The Woman in Black,2012,Drama,Color,English,UK,PG-13,95,"$17,000,000.00 "
Willard,2003,Drama,Color,English,Canada,PG-13,100,"$22,000,000.00 "
Baby Mama,2008,Comedy,Color,English,USA,PG-13,99,"$30,000,000.00 "
K-PAX,2001,Drama,Color,English,USA,PG-13,120,"$48,000,000.00 "
Underworld,2003,Action,Color,English,UK,R,133,"$22,000,000.00 "
Courageous,2011,Drama,Color,English,USA,PG-13,129,"$2,000,000.00 "
Robin Hood: Prince of Thieves,1991,Action,Color,English,USA,PG-13,155,"$48,000,000.00 "
The Hunting Party,2007,Adventure,Color,English,USA,R,101,"$25,000,000.00 "
The Legend of Bagger Vance,2000,Drama,Color,English,USA,PG-13,126,"$60,000,000.00 "
The Whole Nine Yards,2000,Comedy,Color,English,USA,R,98,"$24,000,000.00 "
Think Like a Man,2012,Comedy,Color,English,USA,PG-13,122,"$12,000,000.00 "
Spanglish,2004,Comedy,Color,English,USA,PG-13,131,"$80,000,000.00 "
The Mothman Prophecies,2002,Drama,Color,English,USA,PG-13,119,"$32,000,000.00 "
Rat Race,2001,Adventure,Color,English,Canada,PG-13,112,"$48,000,000.00 "
The Hills Have Eyes,2006,Horror,Color,English,USA,R,108,"$15,000,000.00 "
Party Monster,2003,Biography,Color,English,USA,R,98,"$5,000,000.00 "
My Sister's Keeper,2009,Drama,Color,English,USA,PG-13,109,"$30,000,000.00 "
The Water Diviner,2014,Drama,Color,English,Australia,R,111,"$22,500,000.00 "
The Conspirator,2010,Crime,Color,English,USA,PG-13,122,"$25,000,000.00 "
The Nativity Story,2006,Drama,Color,English,USA,PG,101,"$30,000,000.00 "
The Soloist,2009,Biography,Color,English,UK,PG-13,117,"$60,000,000.00 "
Death Becomes Her,1992,Comedy,Color,English,USA,PG-13,104,"$55,000,000.00 "
Lucy,2014,Action,Color,English,France,R,89,"$40,000,000.00 "
Our Idiot Brother,2011,Comedy,Color,English,USA,R,90,"$5,000,000.00 "
The Tigger Movie,2000,Animation,Color,English,USA,G,77,"$30,000,000.00 "
Muppets from Space,1999,Adventure,Color,English,USA,G,87,"$24,000,000.00 "
Idlewild,2006,Crime,Color,English,USA,R,121,"$15,000,000.00 "
Into the Woods,2014,Adventure,Color,English,USA,PG,125,"$50,000,000.00 "
Kindergarten Cop,1990,Action,Color,English,USA,PG-13,111,"$26,000,000.00 "
Stuart Little 2,2002,Adventure,Color,English,USA,PG,77,"$120,000,000.00 "
The Bucket List,2007,Adventure,Color,English,USA,PG-13,97,"$45,000,000.00 "
Oblivion,2013,Action,Color,English,USA,PG-13,124,"$120,000,000.00 "
Legend of the Guardians: The Owls of Ga'Hoole,2010,Action,Color,English,USA,PG,101,"$80,000,000.00 "
We Own the Night,2007,Crime,Color,English,USA,R,117,"$21,000,000.00 "
The Lake House,2006,Drama,Color,English,USA,PG,99,"$40,000,000.00 "
The Beaver,2011,Drama,Color,English,USA,PG-13,91,"$21,000,000.00 "
Australia,2008,Adventure,Color,English,Australia,PG-13,165,"$130,000,000.00 "
My Date with Drew,2004,Documentary,Color,English,USA,PG,90,"$1,100.00 "
Varsity Blues,1999,Comedy,Color,English,USA,R,106,"$16,000,000.00 "
Fever Pitch,2005,Comedy,Color,English,USA,PG-13,104,"$30,000,000.00 "
World Trade Center,2006,Drama,Color,English,USA,PG-13,129,"$63,000,000.00 "
The Three Musketeers,2011,Action,Color,English,Germany,PG-13,110,"$75,000,000.00 "
The Flowers of War,2011,Drama,Color,Mandarin,China,R,146,"$94,000,000.00 "
August Rush,2007,Drama,Color,English,USA,PG,114,"$30,000,000.00 "
Green Zone,2010,Action,Color,English,France,R,115,"$100,000,000.00 "
Vanilla Sky,2001,Fantasy,Color,English,USA,R,141,"$68,000,000.00 "
Hidalgo,2004,Action,Color,English,USA,PG-13,136,"$100,000,000.00 "
Take the Lead,2006,Drama,Color,English,USA,PG-13,118,"$30,000,000.00 "
Diamonds Are Forever,1971,Action,Color,English,UK,GP,120,"$7,200,000.00 "
Dinosaur,2000,Adventure,Color,English,USA,PG,82,"$127,500,000.00 "
A Walk Among the Tombstones,2014,Crime,Color,English,USA,R,114,"$28,000,000.00 "
Daybreakers,2009,Action,Color,English,Australia,R,98,"$20,000,000.00 "
Ocean's Twelve,2004,Crime,Color,English,USA,PG-13,125,"$110,000,000.00 "
Kate & Leopold,2001,Comedy,Color,English,USA,PG-13,123,"$48,000,000.00 "
Because of Winn-Dixie,2005,Comedy,Color,English,USA,PG,106,"$14,000,000.00 "
The First Wives Club,1996,Comedy,Color,English,USA,PG,103,"$26,000,000.00 "
In Too Deep,1999,Crime,Color,English,USA,R,95,"$7,000,000.00 "
Charlie's Angels,2000,Action,Color,English,USA,PG-13,94,"$92,000,000.00 "
Bobby,2006,Drama,Color,English,USA,R,112,"$14,000,000.00 "
The Road to El Dorado,2000,Adventure,Color,English,USA,PG,89,"$95,000,000.00 "
Any Given Sunday,1999,Drama,Color,English,USA,R,156,"$55,000,000.00 "
Conspiracy Theory,1997,Action,Color,English,USA,R,135,"$75,000,000.00 "
Anna and the King,1999,Drama,Color,English,USA,PG-13,148,"$75,000,000.00 "
Seeking a Friend for the End of the World,2012,Adventure,Black and White,English,USA,R,101,"$10,000,000.00 "
The Running Man,1987,Action,Color,English,USA,R,101,"$27,000,000.00 "
Lonesome Jim,2005,Comedy,Color,English,USA,R,91,"$500,000.00 "
Get Smart,2008,Action,Color,English,USA,PG-13,110,"$80,000,000.00 "
For Love of the Game,1999,Drama,Color,English,USA,PG-13,137,"$50,000,000.00 "
The Informant!,2009,Comedy,Color,English,USA,R,108,"$21,000,000.00 "
Funny People,2009,Comedy,Color,English,USA,R,153,"$75,000,000.00 "
Beowulf,2007,Action,Color,English,USA,PG-13,115,"$150,000,000.00 "
Risen,2016,Action,Color,English,USA,PG-13,107,"$20,000,000.00 "
Land of the Dead,2005,Horror,Black and White,English,Canada,R,97,"$15,000,000.00 "
Sleep Dealer,2008,Drama,Color,Spanish,USA,PG-13,90,"$2,500,000.00 "
Snakes on a Plane,2006,Action,Color,English,Germany,R,105,"$33,000,000.00 "
Snakes on a Plane,2006,Action,Color,English,Germany,R,105,"$33,000,000.00 "
Crank,2006,Action,Color,English,USA,R,93,"$12,000,000.00 "
Harsh Times,2005,Action,Color,English,USA,R,116,"$2,000,000.00 "
The Book of Eli,2010,Action,Color,English,USA,R,118,"$80,000,000.00 "
Project X,2012,Comedy,Color,English,USA,R,93,"$12,000,000.00 "
Joy,2015,Biography,Color,English,USA,PG-13,124,"$60,000,000.00 "
Blast from the Past,1999,Comedy,Color,English,USA,PG-13,112,"$35,000,000.00 "
The Last House on the Left,2009,Crime,Color,English,USA,R,114,"$15,000,000.00 "
The Last House on the Left,2009,Crime,Color,English,USA,R,114,"$15,000,000.00 "
Big Trouble,2002,Comedy,Color,English,USA,PG-13,74,"$40,000,000.00 "
Choke,2008,Comedy,Color,English,USA,R,92,"$3,000,000.00 "
Alone with Her,2006,Crime,Black and White,English,USA,Not Rated,78,"$1,000,000.00 "
Stuck on You,2003,Comedy,Color,English,USA,PG-13,118,"$55,000,000.00 "
Mortal Kombat,1995,Action,Color,English,USA,PG-13,101,"$18,000,000.00 "
How Stella Got Her Groove Back,1998,Comedy,Color,English,USA,R,124,"$20,000,000.00 "
Hotel Transylvania,2012,Animation,Color,English,USA,PG,91,"$85,000,000.00 "
X-Men: The Last Stand,2006,Action,Color,English,Canada,PG-13,104,"$210,000,000.00 "
Super,2010,Comedy,Color,English,USA,R,96,"$2,500,000.00 "
K-19: The Widowmaker,2002,Drama,Color,English,UK,PG-13,138,"$100,000,000.00 "
Tomorrow Never Dies,1997,Action,Color,English,UK,PG-13,119,"$110,000,000.00 "
A Perfect Getaway,2009,Adventure,Color,English,USA,R,108,"$14,000,000.00 "
Be Kind Rewind,2008,Comedy,Color,English,UK,PG-13,102,"$20,000,000.00 "
Mamma Mia!,2008,Comedy,Color,English,USA,PG-13,108,"$52,000,000.00 "
Tower Heist,2011,Action,Color,English,USA,PG-13,104,"$75,000,000.00 "
Killing Them Softly,2012,Crime,Color,English,USA,R,97,"$15,000,000.00 "
The Butterfly Effect,2004,Sci-Fi,Color,English,USA,R,120,"$13,000,000.00 "
We're the Millers,2013,Comedy,Color,English,USA,R,118,"$37,000,000.00 "
Jersey Boys,2014,Biography,Color,English,USA,R,134,"$40,000,000.00 "
Safe House,2012,Action,Color,English,USA,R,115,"$85,000,000.00 "
Yes Man,2008,Comedy,Color,English,USA,PG-13,104,"$70,000,000.00 "
The Shipping News,2001,Drama,Color,English,USA,R,111,"$35,000,000.00 "
Rendition,2007,Drama,Color,English,USA,R,122,"$27,500,000.00 "
"Mystery, Alaska",1999,Comedy,Color,English,Canada,R,119,"$28,000,000.00 "
Midnight in the Garden of Good and Evil,1997,Crime,Color,English,USA,R,155,"$30,000,000.00 "
A Lot Like Love,2005,Comedy,Color,English,USA,PG-13,107,"$30,000,000.00 "
De-Lovely,2004,Biography,Black and White,English,USA,PG-13,125,"$20,000,000.00 "
Ella Enchanted,2004,Comedy,Color,English,USA,PG,96,"$35,000,000.00 "
Krampus,2015,Comedy,Color,English,USA,PG-13,98,"$15,000,000.00 "
Save the Last Dance,2001,Drama,Color,English,USA,PG-13,112,"$13,000,000.00 "
The Women,2008,Comedy,Color,English,USA,PG-13,114,"$16,500,000.00 "
X-Men: Apocalypse,2016,Action,Color,English,USA,PG-13,144,"$178,000,000.00 "
Jason Bourne,2016,Action,Color,English,UK,PG-13,123,"$120,000,000.00 "
Hesher,2010,Drama,Color,English,USA,R,106,"$7,000,000.00 "
Radio,2003,Biography,Color,English,USA,PG,109,"$35,000,000.00 "
The Bourne Legacy,2012,Action,Color,English,USA,PG-13,135,"$125,000,000.00 "
Star Wars: Episode II - Attack of the Clones,2002,Action,Color,English,USA,PG,142,"$115,000,000.00 "
The Great Raid,2005,Action,Black and White,Filipino,USA,R,132,"$80,000,000.00 "
Free State of Jones,2016,Action,Color,English,USA,R,139,"$50,000,000.00 "
The Ballad of Jack and Rose,2005,Drama,Color,English,USA,R,112,"$1,500,000.00 "
Lethal Weapon 4,1998,Action,Color,English,USA,R,127,"$140,000,000.00 "
Blood Work,2002,Action,Color,English,USA,R,110,"$50,000,000.00 "
Phenomenon,1996,Drama,Color,English,USA,PG,123,"$32,000,000.00 "
Jindabyne,2006,Crime,Color,English,Australia,R,118,"$15,000,000.00 "
Mama,2013,Fantasy,Color,English,Canada,PG-13,100,"$20,000,000.00 "
City of Ghosts,2002,Crime,Color,English,USA,R,116,"$17,500,000.00 "
Poetic Justice,1993,Drama,Color,English,USA,R,109,"$14,000,000.00 "
Babe: Pig in the City,1998,Adventure,Color,English,Australia,G,97,"$80,000,000.00 "
The Promise,2005,Action,Color,Mandarin,China,PG-13,103,"$60,000,000.00 "
The Innkeepers,2011,Horror,Color,English,USA,R,101,"$750,000.00 "
Wicker Park,2004,Drama,Color,English,USA,PG-13,114,"$30,000,000.00 "
Wicker Park,2004,Drama,Color,English,USA,PG-13,114,"$30,000,000.00 "
Simon Birch,1998,Comedy,Color,English,USA,PG,114,"$30,000,000.00 "
Imagine Me & You,2005,Comedy,Color,English,UK,R,90,"$7,900,000.00 "
Hotel Transylvania 2,2015,Animation,Color,English,USA,PG,89,"$80,000,000.00 "
Lethal Weapon 3,1992,Action,Color,English,USA,R,121,"$35,000,000.00 "
The White Countess,2005,Drama,Color,English,UK,PG-13,135,"$16,000,000.00 "
Black Rain,1989,Action,Color,English,USA,R,125,"$30,000,000.00 "
The Second Best Exotic Marigold Hotel,2015,Comedy,Color,English,UK,PG,122,"$10,000,000.00 "
Can't Hardly Wait,1998,Comedy,Color,English,USA,PG-13,100,"$10,000,000.00 "
Northfork,2003,Drama,Color,English,USA,PG-13,103,"$1,900,000.00 "
Spider-Man 3,2007,Action,Color,English,USA,PG-13,156,"$258,000,000.00 "
Spider-Man 3,2007,Action,Color,English,USA,PG-13,156,"$258,000,000.00 "
Orgazmo,1997,Comedy,Color,English,USA,NC-17,92,"$1,000,000.00 "
Get Carter,2000,Action,Color,English,USA,R,102,"$40,000,000.00 "
Boiler Room,2000,Crime,Color,English,USA,R,120,"$8,000,000.00 "
The Neon Demon,2016,Horror,Color,English,France,R,118,"$7,000,000.00 "
Unknown,2011,Action,Color,English,UK,PG-13,113,"$30,000,000.00 "
Unknown,2011,Action,Color,English,UK,PG-13,113,"$30,000,000.00 "
Bad Moms,2016,Comedy,Color,English,USA,R,100,"$20,000,000.00 "
Bad Moms,2016,Comedy,Color,English,USA,R,100,"$20,000,000.00 "
Down in the Valley,2005,Drama,Color,English,USA,R,108,"$8,000,000.00 "
Big Daddy,1999,Comedy,Color,English,USA,PG-13,93,"$34,200,000.00 "
Heartbreakers,2001,Comedy,Color,English,USA,PG-13,123,"$35,000,000.00 "
The Five-Year Engagement,2012,Comedy,Color,English,USA,R,131,"$30,000,000.00 "
Win a Date with Tad Hamilton!,2004,Comedy,Color,English,USA,PG-13,95,"$24,000,000.00 "
National Treasure,2004,Action,Color,English,USA,PG,131,"$100,000,000.00 "
The Amazing Spider-Man 2,2014,Action,Color,English,USA,PG-13,142,"$200,000,000.00 "
Escape Plan,2013,Action,Color,English,USA,R,115,"$50,000,000.00 "
John Carter,2012,Action,Color,English,USA,PG-13,132,"$263,700,000.00 "
The Pelican Brief,1993,Crime,Color,English,USA,PG-13,141,"$45,000,000.00 "
Recess: School's Out,2001,Animation,Color,English,USA,G,82,"$23,000,000.00 "
Shrek Forever After,2010,Adventure,Color,English,USA,PG,93,"$165,000,000.00 "
Marie Antoinette,2006,Biography,Color,English,USA,PG-13,123,"$40,000,000.00 "
Diary of a Wimpy Kid: Dog Days,2012,Comedy,Color,English,USA,PG,94,"$22,000,000.00 "
Hamlet 2,2008,Comedy,Color,English,USA,R,92,"$9,000,000.00 "
Winter Passing,2005,Comedy,Color,English,USA,R,98,"$3,500,000.00 "
The Ninth Gate,1999,Mystery,Color,English,Spain,R,133,"$38,000,000.00 "
Money Monster,2016,Crime,Color,English,USA,R,98,"$27,000,000.00 "
Promised Land,2012,Drama,Color,English,USA,R,106,"$15,000,000.00 "
The Skeleton Key,2005,Horror,Black and White,English,USA,PG-13,104,"$43,000,000.00 "
Morning Glory,2010,Comedy,Color,English,USA,PG-13,107,"$40,000,000.00 "
Riding in Cars with Boys,2001,Biography,Color,English,USA,PG-13,132,"$48,000,000.00 "
The Last Stand,2013,Action,Color,English,USA,R,107,"$45,000,000.00 "
Flawless,1999,Comedy,Color,English,USA,R,112,"$15,000,000.00 "
Date Night,2010,Comedy,Color,English,USA,PG-13,101,"$55,000,000.00 "
The Visit,2015,Horror,Color,English,USA,PG-13,94,"$5,000,000.00 "
From Hell,2001,Horror,Color,English,USA,R,122,"$35,000,000.00 "
From Hell,2001,Horror,Color,English,USA,R,122,"$35,000,000.00 "
Martian Child,2007,Comedy,Color,English,USA,PG,106,"$27,000,000.00 "
Miracles from Heaven,2016,Drama,Color,English,USA,PG,109,"$13,000,000.00 "
Hostage,2005,Action,Color,English,USA,R,113,"$52,000,000.00 "
The Joneses,2009,Comedy,Color,English,USA,R,96,"$5,000,000.00 "
Riddick,2013,Action,Color,English,USA,R,127,"$38,000,000.00 "
The Grace Card,2010,Drama,Color,English,USA,PG-13,101,"$200,000.00 "
Space Jam,1996,Adventure,Color,English,USA,PG,88,"$80,000,000.00 "
Blue Streak,1999,Action,Color,English,USA,PG-13,93,"$65,000,000.00 "
The American,2010,Crime,Color,English,USA,R,105,"$20,000,000.00 "
Two Can Play That Game,2001,Comedy,Color,English,USA,R,90,"$6,000,000.00 "
Birthday Girl,2001,Comedy,Color,English,UK,R,93,"$13,000,000.00 "
The Cable Guy,1996,Comedy,Color,English,USA,PG-13,96,"$47,000,000.00 "
Nim's Island,2008,Adventure,Color,English,USA,PG,96,"$37,000,000.00 "
Noah,2014,Action,Color,English,USA,PG-13,138,"$125,000,000.00 "
Looney Tunes: Back in Action,2003,Adventure,Color,English,Germany,PG,91,"$80,000,000.00 "
Happy Christmas,2014,Comedy,Color,English,USA,R,82,"$70,000.00 "
I Can Do Bad All by Myself,2009,Comedy,Color,English,USA,PG-13,113,"$13,000,000.00 "
The Island,2005,Action,Color,English,USA,PG-13,136,"$126,000,000.00 "
The Island,2005,Action,Color,English,USA,PG-13,136,"$126,000,000.00 "
Hook,1991,Adventure,Color,English,USA,PG,142,"$70,000,000.00 "
But I'm a Cheerleader,1999,Comedy,Color,English,USA,R,85,"$1,200,000.00 "
Predators,2010,Action,Color,English,USA,R,107,"$40,000,000.00 "
Die Another Day,2002,Action,Black and White,English,UK,PG-13,133,"$142,000,000.00 "
Nanny McPhee Returns,2010,Comedy,Color,English,UK,PG,109,"$35,000,000.00 "
Maniac,2012,Horror,Color,English,France,Not Rated,89,"$6,000,000.00 "
A Walk to Remember,2002,Drama,Color,English,USA,PG,101,"$11,000,000.00 "
It's Complicated,2009,Comedy,Color,English,USA,R,120,"$85,000,000.00 "
30 Days of Night,2007,Horror,Color,English,USA,R,113,"$32,000,000.00 "
Snitch,2013,Action,Color,English,USA,PG-13,112,"$15,000,000.00 "
Mean Machine,2001,Comedy,Color,English,UK,R,99,"$2,500,000.00 "
Snitch,2013,Action,Color,English,USA,PG-13,112,"$15,000,000.00 "
She's the Man,2006,Comedy,Color,English,USA,PG-13,105,"$20,000,000.00 "
Never Say Never Again,1983,Action,Color,English,UK,PG,121,"$36,000,000.00 "
Stuart Little,1999,Adventure,Color,English,Germany,PG,84,"$133,000,000.00 "
Friends with Money,2006,Comedy,Color,English,USA,R,88,"$6,500,000.00 "
Aquamarine,2006,Comedy,Color,English,USA,PG,104,"$12,000,000.00 "
Everybody's Fine,2009,Adventure,Color,English,USA,PG-13,99,"$21,000,000.00 "
Meet Joe Black,1998,Drama,Color,English,USA,PG-13,178,"$90,000,000.00 "
American Pie,1999,Comedy,Color,English,USA,R,95,"$11,000,000.00 "
The Proposal,2009,Comedy,Color,English,USA,PG-13,108,"$40,000,000.00 "
Wasabi,2001,Action,Color,French,France,R,94,"$15,300,000.00 "
Twilight Zone: The Movie,1983,Fantasy,Color,English,USA,PG,101,"$10,000,000.00 "
How to Lose a Guy in 10 Days,2003,Comedy,Color,English,USA,PG-13,116,"$50,000,000.00 "
17 Again,2009,Comedy,Color,English,USA,PG-13,102,"$20,000,000.00 "
Freakonomics,2010,Documentary,Color,English,USA,PG-13,93,"$3,000,000.00 "
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Comedy,Color,English,USA,PG,81,"$28,000,000.00 "
"For a Good Time, Call...",2012,Comedy,Color,English,USA,R,88,"$850,000.00 "
Paranormal Activity 3,2011,Horror,Color,English,USA,R,94,"$5,000,000.00 "
I Am Sam,2001,Drama,Color,English,USA,PG-13,132,"$22,000,000.00 "
The Phantom of the Opera,2004,Drama,Black and White,English,UK,PG-13,143,"$70,000,000.00 "
The Time Traveler's Wife,2009,Drama,Color,English,USA,PG-13,107,"$39,000,000.00 "
The 33,2015,Biography,Color,English,Chile,PG-13,127,"$26,000,000.00 "
Absolute Power,1997,Action,Color,English,USA,R,121,"$50,000,000.00 "
American Reunion,2012,Comedy,Color,English,USA,R,113,"$50,000,000.00 "
My Blueberry Nights,2007,Drama,Color,English,Hong Kong,PG-13,95,"$10,000,000.00 "
Focus,2015,Comedy,Color,English,USA,R,105,"$50,100,000.00 "
Dune,1984,Action,Color,English,USA,PG-13,177,"$40,000,000.00 "
Savages,2012,Crime,Black and White,English,USA,R,141,"$45,000,000.00 "
Freeheld,2015,Biography,Color,English,USA,PG-13,103,"$7,000,000.00 "
Boynton Beach Club,2005,Comedy,Color,English,USA,R,105,"$1,500,000.00 "
The Perfect Storm,2000,Action,Color,English,USA,PG-13,130,"$140,000,000.00 "
She's Out of My League,2010,Comedy,Color,English,USA,R,104,"$20,000,000.00 "
The Cell,2000,Horror,Color,English,USA,R,109,"$33,000,000.00 "
Married Life,2007,Crime,Color,English,USA,PG-13,91,"$12,000,000.00 "
Scream 4,2011,Horror,Color,English,USA,R,111,"$40,000,000.00 "
City by the Sea,2002,Crime,Color,English,USA,R,108,"$60,000,000.00 "
Sweet Home Alabama,2002,Comedy,Color,English,USA,PG-13,108,"$38,000,000.00 "
Road Hard,2015,Comedy,Color,English,USA,,98,"$1,500,000.00 "
Magic Mike XXL,2015,Comedy,Color,English,USA,R,115,"$14,800,000.00 "
Whatever Works,2009,Comedy,Color,English,USA,PG-13,92,"$15,000,000.00 "
Little White Lies,2010,Comedy,Color,French,France,Not Rated,134,"$25,000,000.00 "
